,Unnamed: 0,station,channel,start,stop,confidence,Notes
405,405,ILL18,EHZ,2022-07-04 05:13:41+00:00,2022-07-04T05:38:41+00:00,low,"Clear signal, likely upper catchment activity, but only near ILL18."
406,406,ILL18,EHZ,2022-07-04 19:07:01+00:00,2022-07-04T19:22:01+00:00,low,"Clear signal, likely upper catchment activity, but only near ILL18."
407,407,ILL11,HHZ,2022-07-04 21:48:00+00:00,2022-07-04 22:39:00+00:00,high,
408,408,ILL12,EHZ,2022-07-04 21:41:00+00:00,2022-07-04 22:30:00+00:00,high,
409,409,ILL13,EHZ,2022-07-04 21:47:00+00:00,2022-07-04 22:29:00+00:00,high,
410,410,ILL14,EHZ,2022-07-04 21:36:00+00:00,2022-07-04 22:30:00+00:00,high,
411,411,ILL15,EHZ,2022-07-04 21:35:00+00:00,2022-07-04 22:26:00+00:00,high,
412,412,ILL16,EHZ,2022-07-04 21:39:00+00:00,2022-07-04 22:21:00+00:00,high,
413,413,ILL17,EHZ,2022-07-04 21:40:00+00:00,2022-07-04 22:30:00+00:00,high,
414,414,ILL18,EHZ,2022-07-04 21:40:00+00:00,2022-07-04 22:18:00+00:00,high,
415,415,ILL17,EHZ,2022-07-07T05:45:00+00:00,2022-07-07 06:12:42+00:00,low,"Very unclear, perhaps upper catchment activity."
416,416,ILL12,EHZ,2022-09-08 00:45:00+00:00,2022-09-08 01:33:00+00:00,high,
417,417,ILL13,EHZ,2022-09-08 00:46:00+00:00,2022-09-08 01:53:00+00:00,high,
418,418,ILL14,EHZ,2022-09-08 00:37:00+00:00,2022-09-08 01:25:00+00:00,high,
419,419,ILL15,EHZ,2022-09-08 00:36:00+00:00,2022-09-08 01:29:00+00:00,high,
420,420,ILL16,EHZ,2022-09-08 00:37:00+00:00,2022-09-08 01:27:00+00:00,high,
421,421,ILL17,EHZ,2022-09-08 00:38:00+00:00,2022-09-08 01:31:00+00:00,high,
