,station,channel,start,stop,confidence,Notes
254,ILL12,EHZ,2021-06-22 19:55:17+00:00,2021-06-22 20:46:07+00:00,high,Not in WSL Observatory.
255,ILL13,EHZ,2021-06-22 20:01:26+00:00,2021-06-22 21:09:46+00:00,high,Not in WSL Observatory.
256,ILL14,EHZ,2021-06-22 19:40:00+00:00,2021-06-22 20:23:00+00:00,high,Not in WSL Observatory.
257,ILL15,EHZ,2021-06-22 19:40:00+00:00,2021-06-22 20:23:00+00:00,high,Not in WSL Observatory.
258,ILL16,EHZ,2021-06-22 19:41:00+00:00,2021-06-22 20:16:01+00:00,high,Not in WSL Observatory.
259,ILL17,EHZ,2021-06-22 19:40:00+00:00,2021-06-22 20:23:00+00:00,high,Not in WSL Observatory.
260,ILL18,EHZ,2021-06-22 19:42:52+00:00,2021-06-22 20:17:52+00:00,high,Not in WSL Observatory.
261,ILL18,EHZ,2021-06-24 14:09:32+00:00,2021-06-24 14:33:42+00:00,low,This seems to be a small debris flow or other precursory activity before a big debris flow around 15:15.
262,ILL11,HHZ,2021-06-24 15:21:00+00:00,2021-06-24 16:25:00+00:00,high,
263,ILL12,EHZ,2021-06-24 15:18:00+00:00,2021-06-24 16:08:00+00:00,high,
264,ILL13,EHZ,2021-06-24 15:15:00+00:00,2021-06-24 16:22:00+00:00,high,
265,ILL14,EHZ,2021-06-24 15:13:00+00:00,2021-06-24 16:01:00+00:00,high,
266,ILL15,EHZ,2021-06-24 15:15:00+00:00,2021-06-24 16:02:00+00:00,high,
267,ILL16,EHZ,2021-06-24 15:11:00+00:00,2021-06-24 15:58:00+00:00,high,
268,ILL17,EHZ,2021-06-24 15:13:00+00:00,2021-06-24 16:01:00+00:00,high,
269,ILL18,EHZ,2021-06-24 15:14:00+00:00,2021-06-24 16:00:00+00:00,high,
270,ILL17,EHZ,2021-06-28 06:48:18+00:00,2021-06-28 07:48:18+00:00,low,"Possibly activity in the upper catchment, but not a debris flow. Very uncertain."
271,ILL11,HHZ,2021-07-06 18:55:00+00:00,2021-07-06 19:48:00+00:00,high,
272,ILL12,EHZ,2021-07-06 18:48:00+00:00,2021-07-06 19:27:00+00:00,high,
273,ILL13,EHZ,2021-07-06 18:52:00+00:00,2021-07-06 19:37:00+00:00,high,
274,ILL14,EHZ,2021-07-06 18:45:00+00:00,2021-07-06 19:28:00+00:00,high,
275,ILL15,EHZ,2021-07-06 18:44:00+00:00,2021-07-06 19:21:00+00:00,high,
276,ILL16,EHZ,2021-07-06 18:44:00+00:00,2021-07-06 19:23:00+00:00,high,
277,ILL17,EHZ,2021-07-06 18:44:00+00:00,2021-07-06 19:30:00+00:00,high,
278,ILL18,EHZ,2021-07-06 18:46:00+00:00,2021-07-06 19:11:00+00:00,high,
279,ILL18,EHZ,2021-07-08 02:35:18+00:00,2021-07-08 03:14:53+00:00,low,"Possibly activity in the upper catchment, but a bigger event does not occur for another 12 hours."
280,ILL11,HHZ,2021-07-08 14:09:02+00:00,2021-07-08 16:29:02+00:00,high,
281,ILL12,EHZ,2021-07-08 14:00:00+00:00,2021-07-08 14:59:10+00:00,high,
282,ILL13,EHZ,2021-07-08 14:02:16+00:00,2021-07-08 15:01:26+00:00,high,
283,ILL14,EHZ,2021-07-08 13:46:17+00:00,2021-07-08 14:22:57+00:00,low,
284,ILL17,EHZ,2021-07-08 13:43:18+00:00,2021-07-08 14:33:18+00:00,low,
285,ILL18,EHZ,2021-07-08 13:23:43+00:00,2021-07-08 14:29:33+00:00,med,
286,ILL17,EHZ,2021-07-08 15:16:38+00:00,2021-07-08 15:49:08+00:00,low,
287,ILL18,EHZ,2021-07-08 15:21:13+00:00,2021-07-08 15:50:23+00:00,med,
288,ILL11,HHZ,2021-07-08 16:39:52+00:00,2021-07-08 18:58:12+00:00,high,
289,ILL12,EHZ,2021-07-08 16:27:30+00:00,2021-07-08 18:12:30+00:00,high,
290,ILL13,EHZ,2021-07-08 16:48:56+00:00,2021-07-08 17:51:26+00:00,high,
291,ILL17,EHZ,2021-07-08 16:09:58+00:00,2021-07-08 17:19:08+00:00,low,
292,ILL18,EHZ,2021-07-08 15:56:13+00:00,2021-07-08 17:27:03+00:00,med,
293,ILL11,HHZ,2021-07-13 06:35:00+00:00,2021-07-13 09:50:00+00:00,high,
294,ILL12,EHZ,2021-07-13 05:45:00+00:00,2021-07-13 07:45:00+00:00,high,
295,ILL13,EHZ,2021-07-13 06:31:00+00:00,2021-07-13 08:51:00+00:00,high,
296,ILL14,EHZ,2021-07-13 04:17:00+00:00,2021-07-13 07:18:00+00:00,low,
297,ILL15,EHZ,2021-07-13 04:17:00+00:00,2021-07-13 07:18:00+00:00,low,
298,ILL16,EHZ,2021-07-13 04:17:00+00:00,2021-07-13 07:18:00+00:00,med,
299,ILL17,EHZ,2021-07-13 03:01:00+00:00,2021-07-13 07:39:00+00:00,med,
300,ILL18,EHZ,2021-07-13 04:35:00+00:00,2021-07-13 07:32:00+00:00,high,
301,ILL11,HHZ,2021-07-13 16:19:00+00:00,2021-07-13 18:34:00+00:00,high,
302,ILL12,EHZ,2021-07-13 16:01:00+00:00,2021-07-13 18:02:00+00:00,high,
303,ILL13,EHZ,2021-07-13 16:10:00+00:00,2021-07-13 18:07:00+00:00,high,
304,ILL14,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:21:00+00:00,low,
305,ILL15,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:21:00+00:00,low,
306,ILL16,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:21:00+00:00,high,
307,ILL17,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:22:00+00:00,high,
308,ILL18,EHZ,2021-07-13 14:57:00+00:00,2021-07-13 17:28:00+00:00,high,
309,ILL14,EHZ,2021-07-14 04:26:17+00:00,2021-07-14 04:55:27+00:00,low,Probably a rockfall in the upper catchment. Very clear signal.
310,ILL14,EHZ,2021-07-14 05:02:57+00:00,2021-07-14 05:06:17+00:00,low,Probably a rockfall in the upper catchment.
311,ILL14,EHZ,2021-07-14 08:17:07+00:00,2021-07-14 08:22:07+00:00,low,Probably a rockfall in the upper catchment.
312,ILL14,EHZ,2021-07-14 08:36:17+00:00,2021-07-14 08:39:37+00:00,low,Probably a rockfall in the upper catchment.
313,ILL14,EHZ,2021-07-14 08:45:27+00:00,2021-07-14 08:49:37+00:00,low,Probably a rockfall in the upper catchment.
314,ILL14,EHZ,2021-07-14 09:14:37+00:00,2021-07-14 09:22:57+00:00,low,Probably a rockfall in the upper catchment.
315,ILL14,EHZ,2021-07-14 20:07:07+00:00,2021-07-14 20:19:37+00:00,low,Probably a rockfall in the upper catchment.
316,ILL16,EHZ,2021-07-14 20:12:29+00:00,2021-07-14 20:18:19+00:00,low,Probably a rockfall in the upper catchment. Very clear signal.
317,ILL11,HHZ,2021-07-16 03:58:00+00:00,2021-07-16 05:03:00+00:00,high,
318,ILL12,EHZ,2021-07-16 03:43:00+00:00,2021-07-16 04:54:00+00:00,high,
319,ILL13,EHZ,2021-07-16 03:53:00+00:00,2021-07-16 05:00:00+00:00,high,
320,ILL14,EHZ,2021-07-16 03:42:00+00:00,2021-07-16 04:47:00+00:00,high,
321,ILL14,EHZ,2021-07-16 03:42:00+00:00,2021-07-16 04:47:00+00:00,high,
322,ILL16,EHZ,2021-07-16 03:36:00+00:00,2021-07-16 04:43:00+00:00,high,
323,ILL17,EHZ,2021-07-16 03:36:00+00:00,2021-07-16 04:41:00+00:00,high,
324,ILL18,EHZ,2021-07-16 03:36:00+00:00,2021-07-16 04:41:00+00:00,high,
325,ILL18,EHZ,2021-07-28 06:00:25+00:00,2021-07-28 07:33:55+00:00,low,"Could be upper catchment slope activity, but rather weak."
326,ILL14,EHZ,2021-07-28 06:40:01+00:00,2021-07-28 07:15:01+00:00,low,"Could be upper catchment slope activity, but rather weak."
327,ILL18,EHZ,2021-07-31 21:08:09+00:00,2021-07-31 22:21:59+00:00,low,Could be a small debris flow or upper catchment activity that did not make it to the Rhone valley.
328,ILL18,EHZ,2021-07-31 23:04:34+00:00,2021-07-31 23:39:34+00:00,low,Could be a small debris flow or upper catchment activity that did not make it to the Rhone valley.
329,ILL14,EHZ,2021-08-01 07:36:41+00:00,2021-08-01 07:43:21+00:00,low,Perhaps rockfall in upper catchment.
330,ILL17,EHZ,2021-08-03 08:59:08+00:00,2021-08-03 09:05:48+00:00,low,Perhaps rockfall in upper catchment.
331,ILL14,EHZ,2021-08-04 14:23:21+00:00,2021-08-04 14:26:41+00:00,low,Perhaps rockfall in upper catchment.
332,ILL11,HHZ,2021-08-07 14:32:00+00:00,2021-08-07 15:53:00+00:00,high,
333,ILL13,EHZ,2021-08-07 14:23:00+00:00,2021-08-07 15:33:00+00:00,high,
334,ILL14,EHZ,2021-08-07 14:12:00+00:00,2021-08-07 15:26:00+00:00,high,
335,ILL15,EHZ,2021-08-07 14:15:00+00:00,2021-08-07 15:26:00+00:00,high,
336,ILL16,EHZ,2021-08-07 14:10:00+00:00,2021-08-07 15:26:00+00:00,high,
337,ILL17,EHZ,2021-08-07 14:10:00+00:00,2021-08-07 15:15:00+00:00,high,
338,ILL18,EHZ,2021-08-07 14:13:00+00:00,2021-08-07 15:14:00+00:00,high,
339,ILL18,EHZ,2021-08-12 21:53:12+00:00,2021-08-12 22:07:22+00:00,low,Perhaps some activity in upper catchment. But small.
340,ILL18,EHZ,2021-08-15 23:53:27+00:00,2021-08-16 00:37:21+00:00,low,"Probably activity in upper catchment, perhaps even a debris flow that did not make it to the Rhone valley."
341,ILL18,EHZ,2021-09-10 17:52:11+00:00,2021-09-10 18:40:31+00:00,low,Activity in upper catchment.
342,ILL11,HHZ,2021-09-19 06:38:00+00:00,2021-09-19 07:51:00+00:00,high,
343,ILL12,EHZ,2021-09-19 06:23:00+00:00,2021-09-19 07:28:00+00:00,high,
344,ILL13,EHZ,2021-09-19 06:22:00+00:00,2021-09-19 07:36:00+00:00,high,
345,ILL14,EHZ,2021-09-19 05:56:00+00:00,2021-09-19 07:41:00+00:00,high,
346,ILL15,EHZ,2021-09-19 05:57:00+00:00,2021-09-19 07:40:00+00:00,high,
347,ILL16,EHZ,2021-09-19 05:51:00+00:00,2021-09-19 07:27:00+00:00,high,
348,ILL17,EHZ,2021-09-19 05:47:00+00:00,2021-09-19 07:20:00+00:00,high,
349,ILL11,HHZ,2021-09-19 09:03:00+00:00,2021-09-19 10:45:00+00:00,med,
350,ILL12,EHZ,2021-09-19 08:39:00+00:00,2021-09-19 10:25:00+00:00,med,
351,ILL13,EHZ,2021-09-19 08:40:00+00:00,2021-09-19 10:31:00+00:00,med,
352,ILL15,EHZ,2021-09-19 08:24:08+00:00,2021-09-19 09:42:28+00:00,low,
353,ILL16,EHZ,2021-09-19 08:24:08+00:00,2021-09-19 09:42:28+00:00,low,
354,ILL17,EHZ,2021-09-19 08:24:08+00:00,2021-09-19 09:42:28+00:00,med,
355,ILL17,EHZ,2021-09-30 09:24:58+00:00,2021-09-30 09:32:28+00:00,low,Seems like to strong signals of a rockfall in the upper catchment.
356,ILL18,EHZ,2022-04-06 06:46:38+00:00,2022-04-06 07:36:32+00:00,low,"Could be upper catchment activity, but highly uncertain (no other station available and very weak)."
357,ILL14,EHZ,2022-05-12 08:05:06+00:00,2022-05-12 08:09:16+00:00,low,Likely upper catchment activity.
358,ILL14,EHZ,2022-05-12 11:16:46+00:00,2022-05-12 11:25:56+00:00,low,"Very weak signals, perhaps upper catchment activity."
359,ILL14,EHZ,2022-05-14 07:06:46+00:00,2022-05-14 07:10:06+00:00,low,Likely upper catchment activity.
360,ILL17,EHZ,2022-05-14 12:02:42+00:00,2022-05-14 12:09:22+00:00,low,"Clear signal, likely upper catchment activity."
361,ILL17,EHZ,2022-05-15 17:21:52+00:00,2022-05-15 17:51:52+00:00,low,Thunder signal mixed with some upper catchment activity.
362,ILL14,EHZ,2022-05-16 13:09:16+00:00,2022-05-16 13:13:26+00:00,low,Perhaps some upper catchment activity.
363,ILL14,EHZ,2022-05-16 13:29:16+00:00,2022-05-16 13:35:06+00:00,low,Perhaps some upper catchment activity.
364,ILL18,EHZ,2022-05-17 13:55:15+00:00,2022-05-17 14:11:05+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
365,ILL18,EHZ,2022-05-17 15:59:25+00:00,2022-05-17 16:15:15+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
366,ILL14,EHZ,2022-05-17 18:30:06+00:00,2022-05-17 18:35:06+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
367,ILL18,EHZ,2022-05-17 19:29:25+00:00,2022-05-17 19:45:15+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
368,ILL18,EHZ,2022-05-19 14:41:05+00:00,2022-05-19 14:56:05+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
369,ILL17,EHZ,2022-06-01 11:15:12+00:00,2022-06-01 11:25:12+00:00,low,Likely big rockfall in upper catchment.
370,ILL14,EHZ,2022-06-02 00:11:46+00:00,2022-06-02 00:15:56+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
371,ILL17,EHZ,2022-06-02 01:09:22+00:00,2022-06-02 01:34:22+00:00,low,"Could perhaps be upper catchment activity, but very unclear."
372,ILL12,EHZ,2022-06-02 01:34:12+00:00,2022-06-02 02:05:52+00:00,low,Looks like something coming down from Sagenschleif. But suspicious: nothing on other stations.
373,ILL11,HHZ,2022-06-02 02:59:08+00:00,2022-06-02 03:25:48+00:00,low,"Could be some discharge, but not very clear."
374,ILL11,HHZ,2022-06-05 11:22:00+00:00,2022-06-05 12:29:00+00:00,high,
375,ILL12,EHZ,2022-06-05 11:20:00+00:00,2022-06-05 11:57:00+00:00,high,
376,ILL13,EHZ,2022-06-05 11:20:00+00:00,2022-06-05 12:27:00+00:00,high,
377,ILL14,EHZ,2022-06-05 11:07:00+00:00,2022-06-05 11:59:00+00:00,high,
378,ILL17,EHZ,2022-06-05 11:04:00+00:00,2022-06-05 12:00:00+00:00,high,
379,ILL14,EHZ,2022-06-14 00:16:04+00:00,2022-06-14 00:20:14+00:00,low,Likely upper catchment activity.
380,ILL14,EHZ,2022-06-14 00:21:54+00:00,2022-06-14 00:36:54+00:00,low,Likely upper catchment activity.
381,ILL17,EHZ,2022-06-24 11:43:32+00:00,2022-06-24 12:42:42+00:00,low,"Could perhaps be upper catchment activity, but rather unclear."
382,ILL18,EHZ,2022-06-27 15:12:25+00:00,2022-06-27 15:55:09+00:00,low,"Perhaps some upper catchment activity, but several high-amplitude thunder signals."
383,ILL17,EHZ,2022-06-28 15:05:12+00:00,2022-06-28 15:41:52+00:00,low,"Could perhaps be upper catchment activity, but unclear."
384,ILL18,EHZ,2022-06-28 15:08:41+00:00,2022-06-28 15:23:41+00:00,low,"Could perhaps be upper catchment activity, but unclear."
385,ILL18,EHZ,2022-06-28 15:59:31+00:00,2022-06-28 16:21:11+00:00,low,"Likely activity in upper catchment, close to ILL18."
386,ILL18,EHZ,2022-06-28 16:32:51+00:00,2022-06-28 17:28:41+00:00,low,"Likely activity in upper catchment, close to ILL18."
387,ILL12,EHZ,2022-06-28 16:38:56+00:00,2022-06-28 18:07:16+00:00,low,Perhaps some minor discharge but no debris flow.
388,ILL17,EHZ,2022-06-28 16:44:22+00:00,2022-06-28 17:01:02+00:00,low,"Could perhaps be upper catchment activity, but unclear."
389,ILL12,EHZ,2022-06-30 20:33:00+00:00,2022-06-30 21:08:00+00:00,high,
390,ILL13,EHZ,2022-06-30 20:35:00+00:00,2022-06-30 21:24:00+00:00,high,
391,ILL14,EHZ,2022-06-30 20:17:00+00:00,2022-06-30 21:18:00+00:00,high,
392,ILL15,EHZ,2022-06-30 20:12:00+00:00,2022-06-30 20:57:00+00:00,high,
393,ILL16,EHZ,2022-06-30 20:18:00+00:00,2022-06-30 21:16:00+00:00,high,
394,ILL17,EHZ,2022-06-30 20:12:00+00:00,2022-06-30 21:16:00+00:00,high,
395,ILL18,EHZ,2022-06-30 20:21:00+00:00,2022-06-30 21:16:00+00:00,high,
396,ILL18,EHZ,2022-07-03 19:20:10+00:00,2022-07-03 20:47:22+00:00,low,"Could be rock falls, thunder strikes or other type of upper catchment activity; not clear."
397,ILL17,EHZ,2022-07-04 05:11:02+00:00,2022-07-04 05:21:02+00:00,low,"Could perhaps be upper catchment activity, but rather unclear.	"
398,ILL18,EHZ,2022-07-04 05:13:41+00:00,2022-07-04 05:38:41+00:00,low,"Clear signal, likely upper catchment activity, but only near ILL18.	"
399,ILL18,EHZ,2022-07-04 19:07:01+00:00,2022-07-04 19:22:01+00:00,low,"Clear signal, likely upper catchment activity, but only near ILL18.	"
400,ILL11,HHZ,2022-07-04 21:48:00+00:00,2022-07-04 22:39:00+00:00,high,
401,ILL12,EHZ,2022-07-04 21:41:00+00:00,2022-07-04 22:30:00+00:00,high,
402,ILL13,EHZ,2022-07-04 21:47:00+00:00,2022-07-04 22:29:00+00:00,high,
403,ILL14,EHZ,2022-07-04 21:36:00+00:00,2022-07-04 22:30:00+00:00,high,
404,ILL15,EHZ,2022-07-04 21:35:00+00:00,2022-07-04 22:26:00+00:00,high,
405,ILL16,EHZ,2022-07-04 21:39:00+00:00,2022-07-04 22:21:00+00:00,high,
406,ILL17,EHZ,2022-07-04 21:40:00+00:00,2022-07-04 22:30:00+00:00,high,
407,ILL18,EHZ,2022-07-04 21:40:00+00:00,2022-07-04 22:18:00+00:00,high,
408,ILL17,EHZ,2022-07-07 05:45:00+00:00,2022-07-07 06:12:42+00:00,low,"Very unclear, perhaps upper catchment activity."
409,ILL12,EHZ,2022-09-08 00:45:00+00:00,2022-09-08 01:33:00+00:00,high,
410,ILL13,EHZ,2022-09-08 00:46:00+00:00,2022-09-08 01:53:00+00:00,high,
411,ILL14,EHZ,2022-09-08 00:37:00+00:00,2022-09-08 01:25:00+00:00,high,
412,ILL15,EHZ,2022-09-08 00:36:00+00:00,2022-09-08 01:29:00+00:00,high,
413,ILL16,EHZ,2022-09-08 00:37:00+00:00,2022-09-08 01:27:00+00:00,high,
414,ILL17,EHZ,2022-09-08 00:38:00+00:00,2022-09-08 01:31:00+00:00,high,
