,station,channel,start,stop,confidence,Notes
249,ILL14,EHZ,2021-05-23T01:04:37.000000Z,2021-05-23T01:11:17.000000Z,low,"Likely strong activity in the upper catchment, although no debris flow made it to the Rhone Vally."
250,ILL18,EHZ,2021-05-28T09:09:39.000000Z,2021-05-28T10:01:18.000000Z,low,"Possibly activity in the upper catchment, no debris flow made it to the Rhone Vally."
251,ILL14,EHZ,2021-05-29T10:44:37.000000Z,2021-05-29T10:47:57.000000Z,low,"Unclear, perhaps upper catchment activity but not at all sure."
252,ILL18,EHZ,2021-06-02T06:54:49.000000Z,2021-06-02T07:35:36.000000Z,low,"Likely activity in the upper catchment, no debris flow made it to the Rhone Vally."
253,ILL17,EHZ,2021-06-04T22:19:08.000000Z,2021-06-04T23:01:38.000000Z,low,"Likely activity in the upper catchment, no debris flow made it to the Rhone Vally."
254,ILL18,EHZ,2021-06-04T22:41:50.000000Z,2021-06-04T23:05:10.000000Z,low,"Likely activity in the upper catchment, no debris flow made it to the Rhone Vally."
255,ILL14,EHZ,2021-06-05T07:37:00.000000Z,2021-06-05T10:17:00.000000Z,high,
256,ILL18,EHZ,2021-06-05T08:15:00.000000Z,2021-06-05T11:22:00.000000Z,high,
257,ILL17,EHZ,2021-06-05T08:17:00.000000Z,2021-06-05T10:45:00.000000Z,high,
258,ILL13,EHZ,2021-06-05T09:32:00.000000Z,2021-06-05T11:48:00.000000Z,high,
259,ILL11,HHZ,2021-06-05T09:39:00.000000Z,2021-06-05T11:52:00.000000Z,high,
260,ILL17,EHZ,2021-06-08T15:53:18.000000Z,2021-06-08T16:02:28.000000Z,low,"Possibly activity in the upper catchment, no debris flow made it to the Rhone Vally."
261,ILL14,EHZ,2021-06-10T06:32:07.000000Z,2021-06-10T06:35:27.000000Z,low,"Not a debris flow, but perhaps a landslide."
262,ILL16,EHZ,2021-06-22T16:06:51.000000Z,2021-06-22T16:15:11.000000Z,low,"Likely activity in the upper catchment, but debris flow made it to the Rhone Vally only hours later."
263,ILL17,EHZ,2021-06-22T16:08:18.000000Z,2021-06-22T16:19:58.000000Z,low,"Likely activity in the upper catchment, but debris flow made it to the Rhone Vally only hours later."
264,ILL17,EHZ,2021-06-22T19:40:00.000000Z,2021-06-22T20:23:00.000000Z,high,Not in WSL Observatory.
265,ILL14,EHZ,2021-06-22T19:40:00.000000Z,2021-06-22T20:23:00.000000Z,high,Not in WSL Observatory.
266,ILL15,EHZ,2021-06-22T19:40:00.000000Z,2021-06-22T20:23:00.000000Z,high,Not in WSL Observatory.
267,ILL16,EHZ,2021-06-22T19:41:00.000000Z,2021-06-22T20:16:01.000000Z,high,Not in WSL Observatory.
268,ILL18,EHZ,2021-06-22T19:42:52.000000Z,2021-06-22T20:17:52.000000Z,high,Not in WSL Observatory.
269,ILL12,EHZ,2021-06-22T19:55:17.000000Z,2021-06-22T20:46:07.000000Z,high,Not in WSL Observatory.
270,ILL13,EHZ,2021-06-22T20:01:26.000000Z,2021-06-22T21:09:46.000000Z,high,Not in WSL Observatory.
271,ILL11,HHZ,2021-06-22T20:07:21.000000Z,2021-06-22T21:39:51.000000Z,high,Not in WSL Observatory.
272,ILL18,EHZ,2021-06-24T14:09:32.000000Z,2021-06-24T14:33:42.000000Z,low,This seems to be a small debris flow or other precursory activity before a big debris flow around 15:15.
273,ILL16,EHZ,2021-06-24T15:11:00.000000Z,2021-06-24T15:58:00.000000Z,high,
274,ILL14,EHZ,2021-06-24T15:13:00.000000Z,2021-06-24T16:01:00.000000Z,high,
275,ILL17,EHZ,2021-06-24T15:13:00.000000Z,2021-06-24T16:01:00.000000Z,high,
276,ILL18,EHZ,2021-06-24T15:14:00.000000Z,2021-06-24T16:00:00.000000Z,high,
277,ILL13,EHZ,2021-06-24T15:15:00.000000Z,2021-06-24T16:22:00.000000Z,high,
278,ILL15,EHZ,2021-06-24T15:15:00.000000Z,2021-06-24T16:02:00.000000Z,high,
279,ILL12,EHZ,2021-06-24T15:18:00.000000Z,2021-06-24T16:08:00.000000Z,high,
280,ILL11,HHZ,2021-06-24T15:21:00.000000Z,2021-06-24T16:25:00.000000Z,high,
281,ILL17,EHZ,2021-06-28T06:48:18.000000Z,2021-06-28T07:48:18.000000Z,low,"Possibly activity in the upper catchment, but not a debris flow. Very uncertain."
282,ILL17,EHZ,2021-07-06T18:44:00.000000Z,2021-07-06T19:30:00.000000Z,high,
283,ILL15,EHZ,2021-07-06T18:44:00.000000Z,2021-07-06T19:21:00.000000Z,high,
284,ILL16,EHZ,2021-07-06T18:44:00.000000Z,2021-07-06T19:23:00.000000Z,high,
285,ILL14,EHZ,2021-07-06T18:45:00.000000Z,2021-07-06T19:28:00.000000Z,high,
286,ILL18,EHZ,2021-07-06T18:46:00.000000Z,2021-07-06T19:11:00.000000Z,high,
287,ILL12,EHZ,2021-07-06T18:48:00.000000Z,2021-07-06T19:27:00.000000Z,high,
288,ILL13,EHZ,2021-07-06T18:52:00.000000Z,2021-07-06T19:37:00.000000Z,high,
289,ILL11,HHZ,2021-07-06T18:55:00.000000Z,2021-07-06T19:48:00.000000Z,high,
290,ILL18,EHZ,2021-07-08T02:35:18.000000Z,2021-07-08T03:14:53.000000Z,low,"Possibly activity in the upper catchment, but a bigger event does not occur for another 12 hours."
291,ILL18,EHZ,2021-07-08T13:23:43.000000Z,2021-07-08T14:29:33.000000Z,med,
292,ILL17,EHZ,2021-07-08T13:43:18.000000Z,2021-07-08T14:33:18.000000Z,low,
293,ILL14,EHZ,2021-07-08T13:46:17.000000Z,2021-07-08T14:22:57.000000Z,low,
294,ILL12,EHZ,2021-07-08T14:00:00.000000Z,2021-07-08T14:59:10.000000Z,high,
295,ILL13,EHZ,2021-07-08T14:02:16.000000Z,2021-07-08T15:01:26.000000Z,high,
296,ILL11,HHZ,2021-07-08T14:09:02.000000Z,2021-07-08T16:29:02.000000Z,high,
297,ILL16,EHZ,2021-07-08T14:40:49.000000Z,2021-07-08T17:53:19.000000Z,med,"Yes, a debris flow, although more visible on the lower stations. Medium-high."
298,ILL17,EHZ,2021-07-08T15:16:38.000000Z,2021-07-08T15:49:08.000000Z,low,
299,ILL18,EHZ,2021-07-08T15:21:13.000000Z,2021-07-08T15:50:23.000000Z,med,
300,ILL14,EHZ,2021-07-08T15:22:07.000000Z,2021-07-08T15:26:17.000000Z,low,"Weak signal, but debris flow signal at other stations before and after this time. So Low-Medium."
301,ILL12,EHZ,2021-07-08T15:41:40.000000Z,2021-07-08T16:18:20.000000Z,high,Yes debris flow...small one between two surges
302,ILL18,EHZ,2021-07-08T15:56:13.000000Z,2021-07-08T17:27:03.000000Z,med,
303,ILL17,EHZ,2021-07-08T16:09:58.000000Z,2021-07-08T17:49:08.000000Z,low,
304,ILL12,EHZ,2021-07-08T16:27:30.000000Z,2021-07-08T18:12:30.000000Z,high,
305,ILL11,HHZ,2021-07-08T16:39:52.000000Z,2021-07-08T18:58:12.000000Z,high,
306,ILL13,EHZ,2021-07-08T16:48:56.000000Z,2021-07-08T17:51:26.000000Z,high,
307,ILL14,EHZ,2021-07-08T18:44:37.000000Z,2021-07-08T18:57:07.000000Z,low,
308,ILL17,EHZ,2021-07-13T03:01:00.000000Z,2021-07-13T07:39:00.000000Z,med,
309,ILL14,EHZ,2021-07-13T04:17:00.000000Z,2021-07-13T07:18:00.000000Z,low,
310,ILL16,EHZ,2021-07-13T04:17:00.000000Z,2021-07-13T07:18:00.000000Z,med,
311,ILL15,EHZ,2021-07-13T04:17:00.000000Z,2021-07-13T07:18:00.000000Z,low,
312,ILL18,EHZ,2021-07-13T04:35:00.000000Z,2021-07-13T07:32:00.000000Z,high,
313,ILL12,EHZ,2021-07-13T05:45:00.000000Z,2021-07-13T07:45:00.000000Z,high,
314,ILL13,EHZ,2021-07-13T06:31:00.000000Z,2021-07-13T08:51:00.000000Z,high,
315,ILL11,HHZ,2021-07-13T06:35:00.000000Z,2021-07-13T09:50:00.000000Z,high,
316,ILL17,EHZ,2021-07-13T14:55:00.000000Z,2021-07-13T17:22:00.000000Z,high,
317,ILL14,EHZ,2021-07-13T14:55:00.000000Z,2021-07-13T17:21:00.000000Z,low,
318,ILL15,EHZ,2021-07-13T14:55:00.000000Z,2021-07-13T17:21:00.000000Z,low,
319,ILL16,EHZ,2021-07-13T14:55:00.000000Z,2021-07-13T17:21:00.000000Z,high,
320,ILL18,EHZ,2021-07-13T14:57:00.000000Z,2021-07-13T17:28:00.000000Z,high,
321,ILL12,EHZ,2021-07-13T16:01:00.000000Z,2021-07-13T18:02:00.000000Z,high,
322,ILL13,EHZ,2021-07-13T16:10:00.000000Z,2021-07-13T18:07:00.000000Z,high,
323,ILL11,HHZ,2021-07-13T16:19:00.000000Z,2021-07-13T18:34:00.000000Z,high,
324,ILL14,EHZ,2021-07-14T04:26:17.000000Z,2021-07-14T04:55:27.000000Z,low,Probably a rockfall in the upper catchment. Very clear signal.
325,ILL14,EHZ,2021-07-14T04:58:47.000000Z,2021-07-14T05:02:07.000000Z,low,"Not a debris flow, but perhaps a landslide."
326,ILL14,EHZ,2021-07-14T05:02:57.000000Z,2021-07-14T05:06:17.000000Z,low,Probably a rockfall in the upper catchment.
327,ILL14,EHZ,2021-07-14T08:01:17.000000Z,2021-07-14T08:04:37.000000Z,low,"Slope activity/landslide, but not a debris flow."
328,ILL14,EHZ,2021-07-14T08:17:07.000000Z,2021-07-14T08:22:07.000000Z,low,Probably a rockfall in the upper catchment.
329,ILL14,EHZ,2021-07-14T08:36:17.000000Z,2021-07-14T08:39:37.000000Z,low,Probably a rockfall in the upper catchment.
330,ILL14,EHZ,2021-07-14T08:45:27.000000Z,2021-07-14T08:49:37.000000Z,low,Probably a rockfall in the upper catchment.
331,ILL14,EHZ,2021-07-14T09:14:37.000000Z,2021-07-14T09:22:57.000000Z,low,Probably a rockfall in the upper catchment.
332,ILL14,EHZ,2021-07-14T20:07:07.000000Z,2021-07-14T20:19:37.000000Z,low,Probably a rockfall in the upper catchment.
333,ILL16,EHZ,2021-07-14T20:12:29.000000Z,2021-07-14T20:18:19.000000Z,low,Probably a rockfall in the upper catchment. Very clear signal.
334,ILL14,EHZ,2021-07-15T02:32:07.000000Z,2021-07-15T02:36:17.000000Z,low,"Slope activity/landslide, but not a debris flow."
335,ILL14,EHZ,2021-07-15T04:12:57.000000Z,2021-07-15T04:16:17.000000Z,low,"Slope activity/landslide, but not a debris flow."
336,ILL18,EHZ,2021-07-16T03:36:00.000000Z,2021-07-16T04:41:00.000000Z,high,
337,ILL16,EHZ,2021-07-16T03:36:00.000000Z,2021-07-16T04:43:00.000000Z,high,
338,ILL17,EHZ,2021-07-16T03:36:00.000000Z,2021-07-16T04:41:00.000000Z,high,
339,ILL14,EHZ,2021-07-16T03:42:00.000000Z,2021-07-16T04:47:00.000000Z,high,
340,ILL14,EHZ,2021-07-16T03:42:00.000000Z,2021-07-16T04:47:00.000000Z,high,
341,ILL12,EHZ,2021-07-16T03:43:00.000000Z,2021-07-16T04:54:00.000000Z,high,
342,ILL13,EHZ,2021-07-16T03:53:00.000000Z,2021-07-16T05:00:00.000000Z,high,
343,ILL11,HHZ,2021-07-16T03:58:00.000000Z,2021-07-16T05:03:00.000000Z,high,
344,ILL18,EHZ,2021-07-20T06:45:33.000000Z,2021-07-20T09:35:20.000000Z,low,possibly upper catchment activity but weak.
345,ILL18,EHZ,2021-07-28T06:00:25.000000Z,2021-07-28T07:33:55.000000Z,low,"Could be upper catchment slope activity, but rather weak."
346,ILL14,EHZ,2021-07-28T06:30:51.000000Z,2021-07-28T06:34:11.000000Z,low,"Slope activity/landslide, but not a debris flow."
347,ILL14,EHZ,2021-07-28T06:40:01.000000Z,2021-07-28T07:15:01.000000Z,low,"Could be upper catchment slope activity, but rather weak."
348,ILL16,EHZ,2021-07-31T21:00:00.000000Z,2021-07-31T23:59:39.000000Z,med,
349,ILL14,EHZ,2021-07-31T21:00:00.000000Z,2021-07-31T23:59:39.000000Z,low,
350,ILL15,EHZ,2021-07-31T21:00:00.000000Z,2021-07-31T23:59:39.000000Z,low,
351,ILL17,EHZ,2021-07-31T21:00:00.000000Z,2021-07-31T23:59:39.000000Z,low,
352,ILL18,EHZ,2021-07-31T21:08:09.000000Z,2021-07-31T22:21:59.000000Z,high,
353,ILL12,EHZ,2021-07-31T21:10:00.000000Z,2021-08-01T01:20:00.000000Z,low,
354,ILL18,EHZ,2021-07-31T23:04:34.000000Z,2021-07-31T23:39:34.000000Z,high,
355,ILL14,EHZ,2021-08-01T07:36:41.000000Z,2021-08-01T07:43:21.000000Z,low,Perhaps rockfall in upper catchment.
356,ILL14,EHZ,2021-08-01T19:42:31.000000Z,2021-08-01T19:48:21.000000Z,low,"Slope activity/landslide, but not a debris flow."
357,ILL17,EHZ,2021-08-03T08:59:08.000000Z,2021-08-03T09:05:48.000000Z,low,Perhaps rockfall in upper catchment.
358,ILL14,EHZ,2021-08-04T14:23:21.000000Z,2021-08-04T14:26:41.000000Z,low,Perhaps rockfall in upper catchment.
359,ILL16,EHZ,2021-08-07T14:10:00.000000Z,2021-08-07T15:26:00.000000Z,high,
360,ILL17,EHZ,2021-08-07T14:10:00.000000Z,2021-08-07T15:15:00.000000Z,high,
361,ILL14,EHZ,2021-08-07T14:12:00.000000Z,2021-08-07T15:26:00.000000Z,high,
362,ILL18,EHZ,2021-08-07T14:13:00.000000Z,2021-08-07T15:14:00.000000Z,high,
363,ILL15,EHZ,2021-08-07T14:15:00.000000Z,2021-08-07T15:26:00.000000Z,high,
364,ILL13,EHZ,2021-08-07T14:23:00.000000Z,2021-08-07T15:33:00.000000Z,high,
365,ILL11,HHZ,2021-08-07T14:32:00.000000Z,2021-08-07T15:53:00.000000Z,high,
366,ILL18,EHZ,2021-08-12T21:53:12.000000Z,2021-08-12T22:07:22.000000Z,low,Perhaps some activity in upper catchment. But small.
367,ILL17,EHZ,2021-08-15T23:49:08.000000Z,2021-08-16T00:05:48.000000Z,low,"Perhaps slope activity, but not at all sure. Medium (?) But also visible on other stations.."
368,ILL18,EHZ,2021-08-15T23:53:27.000000Z,2021-08-16T00:37:21.000000Z,low,"Probably activity in upper catchment, perhaps even a debris flow that did not make it to the Rhone valley."
369,ILL18,EHZ,2021-09-10T17:52:11.000000Z,2021-09-10T18:40:31.000000Z,low,Activity in upper catchment.
370,ILL14,EHZ,2021-09-10T17:55:01.000000Z,2021-09-10T17:59:11.000000Z,low,"Just before a debris flow, but nothing that I can see by eye. Not sure how to rank this …. Querry this"
371,ILL17,EHZ,2021-09-19T05:47:00.000000Z,2021-09-19T07:20:00.000000Z,high,
372,ILL16,EHZ,2021-09-19T05:51:00.000000Z,2021-09-19T07:27:00.000000Z,high,
373,ILL14,EHZ,2021-09-19T05:56:00.000000Z,2021-09-19T07:41:00.000000Z,high,
374,ILL15,EHZ,2021-09-19T05:57:00.000000Z,2021-09-19T07:40:00.000000Z,high,
375,ILL13,EHZ,2021-09-19T06:22:00.000000Z,2021-09-19T07:36:00.000000Z,high,
376,ILL12,EHZ,2021-09-19T06:23:00.000000Z,2021-09-19T07:28:00.000000Z,high,
377,ILL11,HHZ,2021-09-19T06:38:00.000000Z,2021-09-19T07:51:00.000000Z,high,
378,ILL15,EHZ,2021-09-19T08:24:08.000000Z,2021-09-19T09:42:28.000000Z,low,
379,ILL16,EHZ,2021-09-19T08:24:08.000000Z,2021-09-19T09:42:28.000000Z,low,
380,ILL17,EHZ,2021-09-19T08:24:08.000000Z,2021-09-19T09:42:28.000000Z,med,
381,ILL12,EHZ,2021-09-19T08:39:00.000000Z,2021-09-19T10:25:00.000000Z,med,
382,ILL13,EHZ,2021-09-19T08:40:00.000000Z,2021-09-19T10:31:00.000000Z,med,
383,ILL11,HHZ,2021-09-19T09:03:00.000000Z,2021-09-19T10:45:00.000000Z,med,
384,ILL17,EHZ,2021-09-30T09:24:58.000000Z,2021-09-30T09:32:28.000000Z,low,Seems like to strong signals of a rockfall in the upper catchment.
385,ILL18,EHZ,2022-04-06T06:46:38.000000Z,2022-04-06T07:36:32.000000Z,low,"Could be upper catchment activity, but highly uncertain (no other station available and very weak)."
386,ILL14,EHZ,2022-05-12T08:05:06.000000Z,2022-05-12T08:09:16.000000Z,low,Likely upper catchment activity.
387,ILL14,EHZ,2022-05-12T11:16:46.000000Z,2022-05-12T11:25:56.000000Z,low,"Very weak signals, perhaps upper catchment activity."
388,ILL14,EHZ,2022-05-14T07:06:46.000000Z,2022-05-14T07:10:06.000000Z,low,Likely upper catchment activity.
389,ILL17,EHZ,2022-05-14T12:02:42.000000Z,2022-05-14T12:09:22.000000Z,low,"Clear signal, likely upper catchment activity."
390,ILL17,EHZ,2022-05-15T17:21:52.000000Z,2022-05-15T17:51:52.000000Z,low,Thunder signal mixed with some upper catchment activity.
391,ILL14,EHZ,2022-05-16T13:09:16.000000Z,2022-05-16T13:13:26.000000Z,low,Perhaps some upper catchment activity.
392,ILL14,EHZ,2022-05-16T13:29:16.000000Z,2022-05-16T13:35:06.000000Z,low,Perhaps some upper catchment activity.
393,ILL14,EHZ,2022-05-17T13:42:36.000000Z,2022-05-17T13:53:26.000000Z,low,"Slope activity/landslide, but not a debris flow."
394,ILL18,EHZ,2022-05-17T13:55:15.000000Z,2022-05-17T14:11:05.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
395,ILL14,EHZ,2022-05-17T15:09:16.000000Z,2022-05-17T15:12:36.000000Z,low,"Slope activity/landslide, but not a debris flow."
396,ILL18,EHZ,2022-05-17T15:59:25.000000Z,2022-05-17T16:15:15.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
397,ILL14,EHZ,2022-05-17T17:34:16.000000Z,2022-05-17T17:40:06.000000Z,low,"Slope activity/landslide, but not a debris flow."
398,ILL14,EHZ,2022-05-17T17:50:06.000000Z,2022-05-17T17:57:36.000000Z,low,"Slope activity/landslide, but not a debris flow."
399,ILL14,EHZ,2022-05-17T18:30:06.000000Z,2022-05-17T18:35:06.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
400,ILL14,EHZ,2022-05-17T19:18:26.000000Z,2022-05-17T19:21:46.000000Z,low,"Slope activity/landslide, but not a debris flow."
401,ILL18,EHZ,2022-05-17T19:29:25.000000Z,2022-05-17T19:45:15.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
402,ILL18,EHZ,2022-05-18T15:11:55.000000Z,2022-05-18T15:29:25.000000Z,low,"Could be slope related, but nothing on other stations."
403,ILL18,EHZ,2022-05-19T14:41:05.000000Z,2022-05-19T14:56:05.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
404,ILL17,EHZ,2022-05-27T15:55:12.000000Z,2022-05-27T16:02:42.000000Z,low,"Slope activity/landslide, but not a debris flow."
405,ILL14,EHZ,2022-06-01T11:14:16.000000Z,2022-06-01T11:23:26.000000Z,low,"Slope activity/landslide, but not a debris flow. Very nice signal."
406,ILL17,EHZ,2022-06-01T11:15:12.000000Z,2022-06-01T11:25:12.000000Z,low,Likely big rockfall in upper catchment.
407,ILL14,EHZ,2022-06-02T00:11:46.000000Z,2022-06-02T00:15:56.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
408,ILL17,EHZ,2022-06-02T01:09:22.000000Z,2022-06-02T01:34:22.000000Z,low,"Could perhaps be upper catchment activity, but very unclear."
409,ILL12,EHZ,2022-06-02T01:34:12.000000Z,2022-06-02T02:05:52.000000Z,low,Looks like something coming down from Sagenschleif. But suspicious: nothing on other stations.
410,ILL11,HHZ,2022-06-02T02:59:08.000000Z,2022-06-02T03:25:48.000000Z,low,"Could be some discharge, but not very clear."
411,ILL17,EHZ,2022-06-05T11:04:00.000000Z,2022-06-05T12:00:00.000000Z,high,
412,ILL14,EHZ,2022-06-05T11:07:00.000000Z,2022-06-05T11:59:00.000000Z,high,
413,ILL12,EHZ,2022-06-05T11:20:00.000000Z,2022-06-05T11:57:00.000000Z,high,
414,ILL13,EHZ,2022-06-05T11:20:00.000000Z,2022-06-05T12:27:00.000000Z,high,
415,ILL11,HHZ,2022-06-05T11:22:00.000000Z,2022-06-05T12:29:00.000000Z,high,
416,ILL14,EHZ,2022-06-11T23:01:46.000000Z,2022-06-11T23:12:36.000000Z,low,"No debris flow, but the time window contains a ca. 2-minute long landslide-type signal."
417,ILL14,EHZ,2022-06-13T22:53:34.000000Z,2022-06-13T22:58:34.000000Z,low,rockfall or landslide.
418,ILL14,EHZ,2022-06-14T00:16:04.000000Z,2022-06-14T00:20:14.000000Z,low,Likely upper catchment activity.
419,ILL14,EHZ,2022-06-14T00:21:54.000000Z,2022-06-14T00:36:54.000000Z,low,Likely upper catchment activity.
420,ILL17,EHZ,2022-06-24T11:43:32.000000Z,2022-06-24T12:42:42.000000Z,low,"Could perhaps be upper catchment activity, but rather unclear."
421,ILL18,EHZ,2022-06-27T15:12:25.000000Z,2022-06-27T15:55:09.000000Z,low,"Perhaps some upper catchment activity, but several high-amplitude thunder signals."
422,ILL17,EHZ,2022-06-27T15:31:52.000000Z,2022-06-27T15:40:12.000000Z,low,"Slope activity/landslide, but not a debris flow."
423,ILL17,EHZ,2022-06-28T13:17:42.650000Z,2022-06-28T13:41:52.650000Z,low,"Very weak signal, perhaps something in the upper catchment."
424,ILL17,EHZ,2022-06-28T15:05:12.000000Z,2022-06-28T15:41:52.000000Z,low,"Could perhaps be upper catchment activity, but unclear."
425,ILL18,EHZ,2022-06-28T15:08:41.000000Z,2022-06-28T15:23:41.000000Z,low,"Could perhaps be upper catchment activity, but unclear."
426,ILL14,EHZ,2022-06-28T15:58:34.000000Z,2022-06-28T16:02:44.000000Z,low,"Slope activity/landslide, but not a debris flow."
427,ILL18,EHZ,2022-06-28T15:59:31.000000Z,2022-06-28T16:21:11.000000Z,low,"Likely activity in upper catchment, close to ILL18."
428,ILL17,EHZ,2022-06-28T16:09:22.000000Z,2022-06-28T16:19:22.000000Z,low,"Slope activity/landslide, but not a debris flow."
429,ILL11,HHZ,2022-06-28T16:19:58.000000Z,2022-06-28T16:41:38.000000Z,low,"Yes, this looks like a debris flow, but the station stopped operating at the end time 16:41:38."
430,ILL18,EHZ,2022-06-28T16:32:51.000000Z,2022-06-28T17:28:41.000000Z,low,"Likely activity in upper catchment, close to ILL18."
431,ILL12,EHZ,2022-06-28T16:38:56.000000Z,2022-06-28T18:07:16.000000Z,low,Perhaps some minor discharge but no debris flow.
432,ILL17,EHZ,2022-06-28T16:44:22.000000Z,2022-06-28T17:01:02.000000Z,low,"Could perhaps be upper catchment activity, but unclear."
433,ILL14,EHZ,2022-06-28T17:04:24.000000Z,2022-06-28T17:08:34.000000Z,low,"Weak signal of slope activity/landslide, but not a debris flow."
434,ILL15,EHZ,2022-06-30T20:12:00.000000Z,2022-06-30T20:57:00.000000Z,high,
435,ILL17,EHZ,2022-06-30T20:12:00.000000Z,2022-06-30T21:16:00.000000Z,high,
436,ILL14,EHZ,2022-06-30T20:17:00.000000Z,2022-06-30T21:18:00.000000Z,high,
437,ILL16,EHZ,2022-06-30T20:18:00.000000Z,2022-06-30T21:16:00.000000Z,high,
438,ILL18,EHZ,2022-06-30T20:21:00.000000Z,2022-06-30T21:16:00.000000Z,high,
439,ILL12,EHZ,2022-06-30T20:33:00.000000Z,2022-06-30T21:08:00.000000Z,high,
440,ILL13,EHZ,2022-06-30T20:35:00.000000Z,2022-06-30T21:24:00.000000Z,high,
441,ILL18,EHZ,2022-07-03T19:20:10.000000Z,2022-07-03T20:47:22.000000Z,low,"Could be rock falls, thunder strikes or other type of upper catchment activity; not clear."
442,ILL17,EHZ,2022-07-04T05:11:02.000000Z,2022-07-04T05:21:02.000000Z,low,"Could perhaps be upper catchment activity, but rather unclear."
443,ILL18,EHZ,2022-07-04T05:13:41.000000Z,2022-07-04T05:38:41.000000Z,low,"Clear signal, likely upper catchment activity, but only near ILL18."
444,ILL18,EHZ,2022-07-04T19:07:01.000000Z,2022-07-04T19:22:01.000000Z,low,"Clear signal, likely upper catchment activity, but only near ILL18."
445,ILL15,EHZ,2022-07-04T21:35:00.000000Z,2022-07-04T22:26:00.000000Z,high,
446,ILL14,EHZ,2022-07-04T21:36:00.000000Z,2022-07-04T22:30:00.000000Z,high,
447,ILL16,EHZ,2022-07-04T21:39:00.000000Z,2022-07-04T22:21:00.000000Z,high,
448,ILL17,EHZ,2022-07-04T21:40:00.000000Z,2022-07-04T22:30:00.000000Z,high,
449,ILL18,EHZ,2022-07-04T21:40:00.000000Z,2022-07-04T22:18:00.000000Z,high,
450,ILL12,EHZ,2022-07-04T21:41:00.000000Z,2022-07-04T22:30:00.000000Z,high,
451,ILL13,EHZ,2022-07-04T21:47:00.000000Z,2022-07-04T22:29:00.000000Z,high,
452,ILL11,HHZ,2022-07-04T21:48:00.000000Z,2022-07-04T22:39:00.000000Z,high,
453,ILL17,EHZ,2022-07-07T05:45:00.000000Z,2022-07-07T06:12:42.000000Z,low,"Very unclear, perhaps upper catchment activity."
454,ILL15,EHZ,2022-09-08T00:36:00.000000Z,2022-09-08T01:29:00.000000Z,high,
455,ILL14,EHZ,2022-09-08T00:37:00.000000Z,2022-09-08T01:25:00.000000Z,high,
456,ILL16,EHZ,2022-09-08T00:37:00.000000Z,2022-09-08T01:27:00.000000Z,high,
457,ILL17,EHZ,2022-09-08T00:38:00.000000Z,2022-09-08T01:31:00.000000Z,high,
458,ILL12,EHZ,2022-09-08T00:45:00.000000Z,2022-09-08T01:33:00.000000Z,high,
459,ILL13,EHZ,2022-09-08T00:46:00.000000Z,2022-09-08T01:53:00.000000Z,high,
